"ļ»æ""County""",Year,Total,Sowing,Planting,..planting of spruce,..planting of pine,..planting of birch,..planting of other tree species,Contribution to natural forest renewal
Tartu county,1996,403.5,57.1,171.5,..,..,..,..,174.9
Tartu county,1997,342.0,41.0,192.2,..,..,..,..,108.8
Tartu county,1998,404.0,57.1,218.7,..,..,..,..,128.2
Tartu county,1999,593.9,70.0,244.6,213.7,18.6,11.9,0.4,279.3
Tartu county,2000,703.9,73.3,266.8,232.3,13.8,20.7,0.0,363.8
Tartu county,2001,775.0,66.0,289.2,248.3,27.5,13.4,0.0,419.8
Tartu county,2002,805.0,36.8,253.2,181.7,23.3,48.2,0.0,515.0
Tartu county,2003,940.7,88.8,304.8,232.1,20.5,41.6,10.6,547.1
Tartu county,2004,751.9,37.3,224.4,174.9,24.4,23.0,2.1,490.2
Tartu county,2005,385.2,48.8,253.3,148.2,52.2,37.8,15.1,83.1
Tartu county,2006,619.7,195.2,264.6,198.9,31.0,29.6,5.1,159.9
Tartu county,2007,298.6,49.6,201.1,158.7,11.7,29.0,1.7,47.9
Tartu county,2008,408.3,56.4,317.8,259.6,23.1,26.0,9.1,34.1
Tartu county,2009,423.7,33.7,215.1,177.2,23.5,11.9,2.5,174.9
Tartu county,2010,503.2,60.0,262.4,202.1,36.7,20.5,3.1,180.8
Tartu county,2011,506.2,41.5,335.8,258.7,59.4,14.0,3.6,129.0
Tartu county,2012,650.6,42.9,463.1,332.8,111.4,17.2,1.7,144.6
Tartu county,2013,692.2,26.6,483.2,370.6,78.3,27.7,6.6,182.4
Tartu county,2014,462.3,32.9,335.9,179.1,110.9,44.5,1.4,93.4
Tartu county,2015,517.5,11.4,355.8,198.9,120.4,28.7,7.7,150.4
Tartu county,2016,501.0,14.3,341.1,163.4,78.0,97.8,1.9,145.6
Tartu county,2017,691.9,10.6,488.5,287.4,130.8,69.8,0.5,192.9
Tartu county,2018,676.3,10.2,422.6,242.6,68.1,106.7,5.2,243.5
Tartu county,2019,567.5,7.0,371.3,231.4,67.7,66.8,5.5,189.2
Tartu county,2020,618.3,13.8,514.9,332.6,120.0,62.3,0.0,89.6
Tartu county,2021,566.6,13.0,511.0,301.3,143.1,66.7,0.0,42.6
Tartu county,2022,672.2,0.0,583.8,362.4,136.6,36.7,48.2,88.4
Tartu county,2023,652.6,0.0,577.6,375.9,122.8,65.6,13.3,75.0
Tartu county,2024,863.1,0.0,657.4,338.8,152.9,100.3,65.5,205.8
Valga county,1991,..,..,..,..,..,..,..,..
Valga county,1992,..,..,..,..,..,..,..,..
Valga county,1993,240.0,66.2,154.3,..,..,..,..,19.5
Valga county,1994,245.5,123.1,106.0,..,..,..,..,16.4
Valga county,1995,297.4,139.4,116.6,..,..,..,..,41.4
Valga county,1996,314.5,165.4,103.4,..,..,..,..,45.7
Valga county,1997,379.3,186.3,140.2,..,..,..,..,52.8
Valga county,1998,479.2,241.0,173.7,..,..,..,..,64.5
Valga county,1999,604.1,255.6,275.7,261.0,0.5,10.2,4.0,72.8
Valga county,2000,746.7,254.7,296.1,266.0,12.2,14.1,3.8,195.9
Valga county,2001,562.8,189.2,245.4,212.7,25.7,4.2,2.8,128.2
Valga county,2002,418.9,162.7,173.4,150.2,14.2,9.0,0.0,82.8
Valga county,2003,464.9,136.4,212.0,196.2,13.5,0.7,1.6,116.5
Valga county,2004,484.3,157.9,240.7,205.6,26.3,8.4,0.4,85.7
Valga county,2005,334.3,74.1,212.7,191.0,21.1,0.0,0.6,47.5
Valga county,2006,391.8,105.2,286.6,233.0,31.4,15.1,7.1,0.0
Valga county,2007,456.0,141.0,300.5,254.8,23.7,16.7,5.3,14.5
Valga county,2008,610.1,198.9,385.8,337.7,23.6,17.9,6.6,25.4
Valga county,2009,405.4,129.7,233.0,213.5,14.1,3.9,1.5,42.7
Valga county,2010,539.7,177.2,346.2,239.8,94.9,10.4,1.1,16.3
Valga county,2011,523.6,105.6,404.7,289.1,73.7,36.5,5.4,13.3
Valga county,2012,678.2,92.5,575.7,412.7,145.2,17.7,0.0,10.0
Valga county,2013,693.8,63.0,577.9,393.4,155.0,29.2,0.4,52.8
Valga county,2014,532.8,100.0,276.5,66.2,195.3,10.4,4.5,156.4
Valga county,2015,411.4,36.4,265.4,130.9,128.6,6.0,0.0,109.7
Valga county,2016,450.5,1.6,336.7,118.3,178.7,39.1,0.6,112.2
Valga county,2017,529.3,48.2,304.7,104.0,175.7,25.0,0.0,176.4
Valga county,2018,581.7,117.7,370.0,197.9,167.2,4.9,0.0,94.1
Valga county,2019,772.6,63.1,646.3,310.8,240.1,94.3,1.2,63.1
Valga county,2020,570.2,47.4,424.4,233.0,168.1,23.2,0.0,98.4
Valga county,2021,809.4,76.8,605.5,350.1,231.8,23.6,0.0,127.1
Valga county,2022,576.8,0.0,538.7,342.1,171.1,25.4,0.0,38.1
Valga county,2023,610.2,0.0,579.3,418.7,156.1,4.5,0.0,31.0
Valga county,2024,546.4,0.0,533.5,393.5,118.9,15.5,5.6,12.8
Viljandi county,1991,..,..,..,..,..,..,..,..
Viljandi county,1992,..,..,..,..,..,..,..,..
Viljandi county,1993,416.7,27.1,354.4,..,..,..,..,35.2
Viljandi county,1994,391.1,37.6,320.3,..,..,..,..,33.2
Viljandi county,1995,394.9,53.7,314.3,..,..,..,..,26.9
Viljandi county,1996,424.6,54.8,325.4,..,..,..,..,44.4
Viljandi county,1997,446.9,75.3,315.9,..,..,..,..,55.7
Viljandi county,1998,500.9,131.6,311.2,..,..,..,..,58.1
Viljandi county,1999,538.9,81.7,333.6,284.3,41.3,4.7,3.3,123.6
Viljandi county,2000,564.7,49.7,334.6,292.2,37.4,5.0,0.0,180.4
Viljandi county,2001,528.5,45.2,354.3,307.5,39.1,7.7,0.0,129.0
Viljandi county,2002,663.2,20.6,442.3,359.3,55.7,25.0,2.3,200.3
Viljandi county,2003,1120.1,201.8,569.2,477.1,47.5,25.1,19.5,349.1
Viljandi county,2004,964.8,30.1,703.9,615.2,72.3,13.8,2.6,230.8
Viljandi county,2005,741.0,31.5,645.6,591.0,34.6,18.2,1.8,63.9
Viljandi county,2006,745.2,10.5,703.2,583.0,79.6,34.6,6.0,31.5
Viljandi county,2007,654.8,38.2,594.1,504.0,38.9,50.8,0.4,22.5
Viljandi county,2008,664.6,17.6,595.1,502.6,56.4,33.3,2.8,51.9
Viljandi county,2009,779.0,9.6,667.7,540.5,78.8,39.8,8.7,101.7
Viljandi county,2010,624.6,10.6,533.5,426.3,85.3,19.3,2.6,80.5
Viljandi county,2011,775.8,21.0,605.2,428.5,132.7,35.1,8.9,149.6
Viljandi county,2012,833.8,6.7,708.1,508.0,170.8,24.1,5.1,119.0
Viljandi county,2013,948.6,15.8,727.0,529.1,149.8,42.2,5.9,205.8
Viljandi county,2014,645.4,16.1,391.2,251.9,131.9,7.4,0.0,238.2
Viljandi county,2015,606.2,4.4,319.6,195.3,122.4,1.9,0.0,282.3
Viljandi county,2016,689.4,8.8,390.8,210.1,163.0,17.7,0.0,289.8
Viljandi county,2017,613.6,0.0,423.9,314.1,100.6,9.2,0.0,189.7
Viljandi county,2018,685.8,3.5,395.7,237.5,137.2,20.8,0.1,286.7
Viljandi county,2019,711.3,0.0,488.1,263.5,185.5,34.7,4.4,223.2
Viljandi county,2020,726.3,0.0,493.8,347.5,101.1,45.3,0.0,232.4
Viljandi county,2021,521.3,2.1,442.3,254.1,129.8,58.5,0.0,77.0
Viljandi county,2022,701.1,0.0,601.9,371.6,127.4,92.0,10.8,99.2
Viljandi county,2023,697.3,0.0,544.6,348.2,191.4,5.0,0.0,152.8
Viljandi county,2024,531.6,0.0,463.7,297.7,69.3,74.3,22.4,67.9
VĆµru county,1991,..,..,..,..,..,..,..,..
VĆµru county,1992,..,..,..,..,..,..,..,..
VĆµru county,1993,183.2,64.2,104.8,..,..,..,..,14.2
VĆµru county,1994,265.6,93.8,152.6,..,..,..,..,19.2
VĆµru county,1995,292.2,75.1,194.3,..,..,..,..,22.8
VĆµru county,1996,259.6,128.6,120.2,..,..,..,..,10.8
VĆµru county,1997,420.0,168.4,214.6,..,..,..,..,37.0
VĆµru county,1998,341.4,154.0,173.6,..,..,..,..,13.8
VĆµru county,1999,403.2,134.1,226.6,185.5,35.5,0.7,4.9,42.5
VĆµru county,2000,471.7,193.9,223.9,168.1,15.8,20.2,19.8,53.9
VĆµru county,2001,472.4,152.1,248.4,182.4,60.7,4.1,1.2,71.9
VĆµru county,2002,449.2,149.1,183.8,132.8,35.7,15.1,0.2,116.3
VĆµru county,2003,538.8,113.1,280.4,208.4,53.6,17.5,0.9,145.3
VĆµru county,2004,532.4,151.6,237.6,149.4,61.6,26.6,0.0,143.2
VĆµru county,2005,517.7,248.7,262.4,146.1,55.6,59.1,1.6,6.6
VĆµru county,2006,525.1,245.3,279.8,199.8,58.6,19.2,2.2,0.0
VĆµru county,2007,500.6,150.1,327.3,233.8,60.7,32.8,0.0,23.2
VĆµru county,2008,671.4,213.2,423.0,313.9,82.3,22.9,3.9,35.2
VĆµru county,2009,634.1,141.7,436.6,300.1,113.7,20.3,2.4,55.8
VĆµru county,2010,565.1,182.0,336.1,223.2,86.2,26.7,0.0,47.1
VĆµru county,2011,621.7,109.6,455.6,307.2,110.2,35.6,2.6,56.5
VĆµru county,2012,770.0,94.7,635.7,410.4,171.7,53.2,0.4,39.6
VĆµru county,2013,781.1,154.3,546.2,362.5,150.7,31.3,1.7,80.5
VĆµru county,2014,472.5,92.7,322.5,147.9,152.4,22.3,0.0,57.3
VĆµru county,2015,453.8,72.1,332.7,172.7,147.9,11.8,0.3,49.0
VĆµru county,2016,382.0,41.1,291.8,155.3,108.0,28.5,0.0,49.2
VĆµru county,2017,565.8,72.5,428.4,191.7,197.0,39.4,0.4,65.0
VĆµru county,2018,622.2,121.5,379.8,232.9,107.1,37.6,2.2,120.9
VĆµru county,2019,666.3,74.6,578.0,310.8,237.1,30.1,0.0,13.7
VĆµru county,2020,555.0,73.5,453.6,225.7,158.9,69.0,0.0,27.9
VĆµru county,2021,559.5,80.7,440.9,214.9,164.9,61.2,0.0,37.9
VĆµru county,2022,654.3,0.0,618.8,313.4,206.7,98.1,0.7,35.5
VĆµru county,2023,738.8,12.6,627.2,312.5,263.7,48.9,2.1,99.0
VĆµru county,2024,571.3,0.0,478.2,221.3,227.1,25.5,4.3,93.1
